[SYCL] call ggml_check_sycl
[SYCL] call ggml_backend_sycl_print_sycl_devices
[SYCL] call ggml_backend_sycl_host_buffer_type
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_k_l3':type=f16;ne=[512, 256, 1, 1];nb=[2, 1024, 262144, 262144]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l1':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l1':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l2':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l2':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l4':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l4':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l5':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l5':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l6':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l6':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l8':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l8':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l9':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l9':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l10':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l10':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l12':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l12':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l13':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l13':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l14':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l14':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l16':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l16':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l17':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l17':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l18':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l18':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l20':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l20':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l21':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l21':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l22':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l22':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l24':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l24':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l25':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l25':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l26':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l26':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l28':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l28':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l29':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l29':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l30':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l30':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l32':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l32':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l33':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l33':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l34':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l34':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l36':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l36':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l37':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l37':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l38':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l38':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_clear: size=65863680
[SYCL] call ggml_backend_sycl_host_buffer_type
[SYCL] call ggml_backend_sycl_synchronize
[SYCL] call ggml_backend_sycl_synchronize
[SYCL] call ggml_backend_sycl_synchronize
[SYCL] call ggml_backend_sycl_buffer_reset
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#model.input_embed#0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0# (view)#0':type=i32;ne=[1, 1, 1, 1];nb=[4, 4, 4, 4]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0# (view)#0':type=i32;ne=[0, 1, 1, 1];nb=[4, 0, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#leaf_70#0':type=i32;ne=[4, 1, 1, 1];nb=[4, 16, 16, 16]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#leaf_74#0':type=i64;ne=[1, 1, 1, 1];nb=[8, 8, 8, 8]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#leaf_76#0':type=i64;ne=[512, 1, 1, 1];nb=[8, 4096, 4096, 4096]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#attn_inp_kq_mask#0':type=f32;ne=[256, 1, 1, 1];nb=[4, 1024, 1024, 1024]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='SYCL0#leaf_820#0':type=i32;ne=[1, 1, 1, 1];nb=[4, 4, 4, 4]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='norm-0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='attn_norm-0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l0 (reshaped)':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l0 (reshaped) (view)':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l0 (reshaped) (view) (view)':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_states-0':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_9':type=f32;ne=[24576, 0, 1, 1];nb=[4, 98304, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l0 (view)':type=f32;ne=[24576, 0, 1, 1];nb=[4, 98304, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_r_l0 (view) (copy of )':type=f32;ne=[24576, 0, 1, 1];nb=[4, 98304, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_states_reshaped-0':type=f32;ne=[3, 8192, 1, 1];nb=[4, 12, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_13':type=f32;ne=[8192, 1, 1, 1];nb=[4, 32768, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='linear_attn_qkv_mixed-0':type=f32;ne=[8192, 1, 1, 1];nb=[4, 32768, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='qkv_mixed_transposed-0':type=f32;ne=[1, 8192, 1, 1];nb=[32768, 4, 32768, 32768];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_input-0':type=f32;ne=[4, 8192, 1, 1];nb=[4, 16, 131072, 131072]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_state_last-0':type=f32;ne=[3, 8192, 1, 1];nb=[4, 16, 131072, 131072];strided
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_state_update-0':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_state_update-0 (copy of conv_state_last-0)':type=f32;ne=[24576, 1, 1, 1];nb=[4, 98304, 98304, 98304]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (reshaped)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (reshaped) (view)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (reshaped) (view) (view)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_23':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_24':type=f32;ne=[524288, 0, 1, 1];nb=[4, 2097152, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (view)':type=f32;ne=[524288, 0, 1, 1];nb=[4, 2097152, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (view) (copy of )':type=f32;ne=[524288, 0, 1, 1];nb=[4, 2097152, 0, 0];permuted
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_output_raw-0':type=f32;ne=[8192, 1, 1, 1];nb=[4, 32768, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='conv_output_silu-0':type=f32;ne=[8192, 1, 1, 1];nb=[4, 32768, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='q_conv-0':type=f32;ne=[128, 16, 1, 1];nb=[4, 512, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='q_conv_predelta-0':type=f32;ne=[128, 16, 1, 1];nb=[4, 512, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='k_conv-0':type=f32;ne=[128, 16, 1, 1];nb=[4, 512, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='k_conv_predelta-0':type=f32;ne=[128, 16, 1, 1];nb=[4, 512, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='v_conv_predelta-0':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 32768, 32768]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_34':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='alpha-0':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_36':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='a_softplus-0':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='gate-0':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='gate-0 (reshaped)':type=f32;ne=[1, 32, 1, 1];nb=[4, 4, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_40':type=f32;ne=[32, 1, 1, 1];nb=[4, 128, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='beta-0':type=f32;ne=[1, 32, 1, 1];nb=[4, 4, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='beta_sigmoid-0':type=f32;ne=[1, 32, 1, 1];nb=[4, 4, 128, 128]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='state_predelta-0':type=f32;ne=[128, 128, 32, 1];nb=[4, 512, 65536, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='state_predelta-0 (reshaped)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='__fgdn_ar__-0':type=f32;ne=[4096, 129, 1, 1];nb=[4, 16384, 2113536, 2113536]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='new_state-0':type=f32;ne=[128, 128, 32, 1];nb=[4, 512, 65536, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (view)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='cache_s_l0 (view) (copy of new_state-0)':type=f32;ne=[524288, 1, 1, 1];nb=[4, 2097152, 2097152, 2097152]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='attn_output-0':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='norm-0':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_51':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='z-0':type=f32;ne=[4096, 1, 1, 1];nb=[4, 16384, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='z-0 (reshaped)':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_54':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='node_55':type=f32;ne=[128, 32, 1, 1];nb=[4, 512, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='final_output-0':type=f32;ne=[4096, 1, 1, 1];nb=[4, 16384, 16384, 16384]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='linear_attn_out-0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='linear_attn_out-0 (reshaped)':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='attn_residual-0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
[SYCL] call ggml_backend_sycl_buffer_init_tensor: tensor='norm-0':type=f32;ne=[2048, 1, 1, 1];nb=[4, 8192, 8192, 8192]
